,State,Soil,Crop,Variety,Season,Available-N(kg/ha),Available-P(kg/ha),Available-K(kg/ha),Required-N(kg/ha),Required-P(kg/ha),Required-K(kg/ha),Yeild(q/ha)
805,Bihar,21,wheat,Generic,Rabi,2.1,95,15.0,42.0,10,0.2,40.0
806,Bihar,21,wheat,Generic,Rabi,300.0,40,240.0,2.2,92,15.0,30.0
807,Bihar,21,wheat,Generic,Rabi,300.0,40,240.0,10.0,0,152.0,40.0
808,Bihar,21,Wheat,Generic,Rabi,120.0,4,60.0,113.0,79,53.0,30.0
809,Bihar,21,Wheat,Generic,Rabi,120.0,4,60.0,165.0,109,75.0,40.0
810,Bihar,21,Wheat,Generic,Rabi,130.0,6,70.0,109.0,75,50.0,30.0
811,Bihar,21,Wheat,Generic,Rabi,130.0,6,70.0,161.0,104,73.0,40.0
812,Bihar,21,Wheat,Generic,Rabi,140.0,8,80.0,106.0,71,48.0,30.0
813,Bihar,21,Wheat,Generic,Rabi,140.0,8,80.0,158.0,100,70.0,40.0
814,Bihar,21,Wheat,Generic,Rabi,150.0,10,90.0,102.0,66,45.0,30.0
815,Bihar,21,Wheat,Generic,Rabi,150.0,10,90.0,154.0,96,68.0,40.0
816,Bihar,21,Wheat,Generic,Rabi,160.0,12,100.0,98.0,62,43.0,30.0
817,Bihar,21,Wheat,Generic,Rabi,160.0,12,100.0,150.0,91,65.0,40.0
818,Bihar,21,Wheat,Generic,Rabi,170.0,14,110.0,95.0,58,40.0,30.0
819,Bihar,21,Wheat,Generic,Rabi,170.0,14,110.0,147.0,87,63.0,40.0
820,Bihar,21,Wheat,Generic,Rabi,180.0,16,120.0,91.0,54,38.0,30.0
821,Bihar,21,Wheat,Generic,Rabi,180.0,16,120.0,143.0,83,60.0,40.0
822,Bihar,21,Wheat,Generic,Rabi,190.0,18,130.0,88.0,49,35.0,30.0
823,Bihar,21,Wheat,Generic,Rabi,190.0,18,130.0,140.0,79,58.0,40.0
824,Bihar,21,Wheat,Generic,Rabi,200.0,20,140.0,84.0,45,33.0,30.0
825,Bihar,21,Wheat,Generic,Rabi,200.0,20,140.0,136.0,74,55.0,40.0
826,Bihar,21,Wheat,Generic,Rabi,210.0,22,150.0,80.0,41,30.0,30.0
827,Bihar,21,Wheat,Generic,Rabi,210.0,22,150.0,132.0,70,53.0,40.0
828,Bihar,21,Wheat,Generic,Rabi,220.0,24,160.0,77.0,36,28.0,30.0
829,Bihar,21,Wheat,Generic,Rabi,220.0,24,160.0,129.0,66,50.0,40.0
830,Bihar,21,Wheat,Generic,Rabi,230.0,26,170.0,73.0,32,25.0,30.0
831,Bihar,21,Wheat,Generic,Rabi,230.0,26,170.0,125.0,61,48.0,40.0
832,Bihar,21,Wheat,Generic,Rabi,240.0,28,180.0,70.0,28,23.0,30.0
833,Bihar,21,Wheat,Generic,Rabi,240.0,28,180.0,122.0,57,45.0,40.0
834,Bihar,21,Wheat,Generic,Rabi,250.0,30,190.0,66.0,23,20.0,30.0
835,Bihar,21,Wheat,Generic,Rabi,250.0,30,190.0,118.0,53,43.0,40.0
836,Bihar,21,Wheat,Generic,Rabi,260.0,32,200.0,62.0,19,18.0,30.0
837,Bihar,21,Wheat,Generic,Rabi,260.0,32,200.0,114.0,48,40.0,40.0
838,Bihar,21,Wheat,Generic,Rabi,270.0,34,210.0,59.0,15,15.0,30.0
839,Bihar,21,Wheat,Generic,Rabi,270.0,34,210.0,111.0,44,38.0,40.0
840,Bihar,21,Wheat,Generic,Rabi,280.0,36,220.0,55.0,11,13.0,30.0
841,Bihar,21,Wheat,Generic,Rabi,280.0,36,220.0,107.0,40,35.0,40.0
842,Bihar,21,Wheat,Generic,Rabi,290.0,38,230.0,52.0,10,10.0,30.0
843,Bihar,21,Wheat,Generic,Rabi,290.0,38,230.0,104.0,36,33.0,40.0
844,Bihar,21,Wheat,Generic,Rabi,300.0,40,240.0,48.0,10,10.0,30.0
845,Bihar,21,Wheat,Generic,Rabi,300.0,40,240.0,100.0,31,30.0,40.0
846,Bihar,21,Wheat,Generic,Rabi,120.0,4,60.0,121.0,74,70.0,30.0
847,Bihar,21,Wheat,Generic,Rabi,120.0,4,60.0,170.0,100,106.0,40.0
848,Bihar,21,Wheat,Generic,Rabi,130.0,6,70.0,119.0,72,63.0,30.0
849,Bihar,21,Wheat,Generic,Rabi,130.0,6,70.0,168.0,98,100.0,40.0
850,Bihar,21,Wheat,Generic,Rabi,140.0,8,80.0,117.0,69,57.0,30.0
851,Bihar,21,Wheat,Generic,Rabi,140.0,8,80.0,166.0,95,93.0,40.0
852,Bihar,21,Wheat,Generic,Rabi,150.0,10,90.0,115.0,67,50.0,30.0
853,Bihar,21,Wheat,Generic,Rabi,150.0,10,90.0,164.0,93,87.0,40.0
854,Bihar,21,Wheat,Generic,Rabi,160.0,12,100.0,112.0,64,44.0,30.0
855,Bihar,21,Wheat,Generic,Rabi,160.0,12,100.0,162.0,91,80.0,40.0
856,Bihar,21,Wheat,Generic,Rabi,170.0,14,110.0,110.0,62,37.0,30.0
857,Bihar,21,Wheat,Generic,Rabi,170.0,14,110.0,159.0,88,74.0,40.0
858,Bihar,21,Wheat,Generic,Rabi,180.0,16,120.0,108.0,60,31.0,30.0
859,Bihar,21,Wheat,Generic,Rabi,180.0,16,120.0,157.0,86,67.0,40.0
860,Bihar,21,Wheat,Generic,Rabi,190.0,18,130.0,106.0,57,24.0,30.0
861,Bihar,21,Wheat,Generic,Rabi,190.0,18,130.0,155.0,84,61.0,40.0
862,Bihar,21,Wheat,Generic,Rabi,200.0,20,140.0,104.0,55,18.0,30.0
863,Bihar,21,Wheat,Generic,Rabi,200.0,20,140.0,153.0,81,54.0,40.0
864,Bihar,21,Wheat,Generic,Rabi,210.0,22,150.0,101.0,53,11.0,30.0
865,Bihar,21,Wheat,Generic,Rabi,210.0,22,150.0,151.0,79,48.0,40.0
866,Bihar,21,Wheat,Generic,Rabi,220.0,24,160.0,99.0,50,10.0,30.0
867,Bihar,21,Wheat,Generic,Rabi,220.0,24,160.0,148.0,76,41.0,40.0
868,Bihar,21,Wheat,Generic,Rabi,230.0,26,170.0,97.0,48,10.0,30.0
869,Bihar,21,Wheat,Generic,Rabi,230.0,26,170.0,146.0,74,35.0,40.0
870,Bihar,21,Wheat,Generic,Rabi,240.0,28,180.0,95.0,46,10.0,30.0
871,Bihar,21,Wheat,Generic,Rabi,240.0,28,180.0,144.0,72,28.0,40.0
872,Bihar,21,Wheat,Generic,Rabi,250.0,30,190.0,93.0,43,10.0,30.0
873,Bihar,21,Wheat,Generic,Rabi,250.0,30,190.0,142.0,69,22.0,40.0
874,Bihar,21,Wheat,Generic,Rabi,260.0,32,200.0,90.0,41,10.0,30.0
875,Bihar,21,Wheat,Generic,Rabi,260.0,32,200.0,140.0,67,15.0,40.0
876,Bihar,21,Wheat,Generic,Rabi,270.0,34,210.0,88.0,38,10.0,30.0
877,Bihar,21,Wheat,Generic,Rabi,270.0,34,210.0,137.0,65,10.0,40.0
878,Bihar,21,Wheat,Generic,Rabi,280.0,36,220.0,86.0,36,10.0,30.0
879,Bihar,21,Wheat,Generic,Rabi,280.0,36,220.0,135.0,62,10.0,40.0
880,Bihar,21,Wheat,Generic,Rabi,290.0,38,230.0,84.0,34,10.0,30.0
881,Bihar,21,Wheat,Generic,Rabi,290.0,38,230.0,133.0,60,10.0,40.0
882,Bihar,21,Wheat,Generic,Rabi,300.0,40,240.0,82.0,31,10.0,30.0
883,Bihar,21,Wheat,Generic,Rabi,300.0,40,240.0,131.0,58,10.0,40.0
884,Bihar,21,Wheat,Generic,Rabi,120.0,4,60.0,94.0,55,41.0,40.0
885,Bihar,21,Wheat,Generic,Rabi,120.0,4,60.0,156.0,75,58.0,50.0
886,Bihar,21,Wheat,Generic,Rabi,130.0,6,70.0,92.0,52,40.0,40.0
887,Bihar,21,Wheat,Generic,Rabi,130.0,6,70.0,154.0,72,56.0,50.0
888,Bihar,21,Wheat,Generic,Rabi,140.0,8,80.0,90.0,49,38.0,40.0
889,Bihar,21,Wheat,Generic,Rabi,140.0,8,80.0,152.0,70,55.0,50.0
890,Bihar,21,Wheat,Generic,Rabi,150.0,10,90.0,87.0,46,36.0,40.0
891,Bihar,21,Wheat,Generic,Rabi,150.0,10,90.0,150.0,67,53.0,50.0
892,Bihar,21,Wheat,Generic,Rabi,160.0,12,100.0,85.0,43,35.0,40.0
893,Bihar,21,Wheat,Generic,Rabi,160.0,12,100.0,147.0,64,52.0,50.0
894,Bihar,21,Wheat,Generic,Rabi,170.0,14,110.0,83.0,40,33.0,40.0
895,Bihar,21,Wheat,Generic,Rabi,170.0,14,110.0,145.0,61,50.0,50.0
896,Bihar,21,Wheat,Generic,Rabi,180.0,16,120.0,80.0,38,32.0,40.0
897,Bihar,21,Wheat,Generic,Rabi,180.0,16,120.0,143.0,58,48.0,50.0
898,Bihar,21,Wheat,Generic,Rabi,190.0,18,130.0,78.0,35,30.0,40.0
899,Bihar,21,Wheat,Generic,Rabi,190.0,18,130.0,140.0,55,47.0,50.0
900,Bihar,21,Wheat,Generic,Rabi,200.0,20,140.0,76.0,32,28.0,40.0
901,Bihar,21,Wheat,Generic,Rabi,200.0,20,140.0,138.0,52,45.0,50.0
902,Bihar,21,Wheat,Generic,Rabi,210.0,22,150.0,74.0,29,27.0,40.0
903,Bihar,21,Wheat,Generic,Rabi,210.0,22,150.0,136.0,49,44.0,50.0
904,Bihar,21,Wheat,Generic,Rabi,220.0,24,160.0,71.0,26,25.0,40.0
905,Bihar,21,Wheat,Generic,Rabi,220.0,24,160.0,133.0,46,42.0,50.0
906,Bihar,21,Wheat,Generic,Rabi,230.0,26,170.0,69.0,23,24.0,40.0
907,Bihar,21,Wheat,Generic,Rabi,230.0,26,170.0,131.0,43,40.0,50.0
908,Bihar,21,Wheat,Generic,Rabi,240.0,28,180.0,67.0,20,22.0,40.0
909,Bihar,21,Wheat,Generic,Rabi,240.0,28,180.0,129.0,40,39.0,50.0
910,Bihar,21,Wheat,Generic,Rabi,250.0,30,190.0,64.0,17,20.0,40.0
911,Bihar,21,Wheat,Generic,Rabi,250.0,30,190.0,127.0,37,37.0,50.0
912,Bihar,21,Wheat,Generic,Rabi,260.0,32,200.0,62.0,14,19.0,40.0
913,Bihar,21,Wheat,Generic,Rabi,260.0,32,200.0,124.0,34,36.0,50.0
914,Bihar,21,Wheat,Generic,Rabi,270.0,34,210.0,60.0,11,17.0,40.0
915,Bihar,21,Wheat,Generic,Rabi,270.0,34,210.0,122.0,32,34.0,50.0
916,Bihar,21,Wheat,Generic,Rabi,280.0,36,220.0,57.0,10,16.0,40.0
917,Bihar,21,Wheat,Generic,Rabi,280.0,36,220.0,120.0,29,32.0,50.0
918,Bihar,21,Wheat,Generic,Rabi,290.0,38,230.0,55.0,10,14.0,40.0
919,Bihar,21,Wheat,Generic,Rabi,290.0,38,230.0,117.0,26,31.0,50.0
920,Bihar,21,Wheat,Generic,Rabi,300.0,40,240.0,53.0,10,12.0,40.0
921,Bihar,21,Wheat,Generic,Rabi,300.0,40,240.0,115.0,23,29.0,50.0
922,Jharkhand,22,Wheat,Generic,Rabi,120.0,4,60.0,54.0,52,31.0,20.0
923,Jharkhand,22,Wheat,Generic,Rabi,120.0,4,60.0,102.0,82,51.0,30.0
924,Jharkhand,22,Wheat,Generic,Rabi,130.0,6,70.0,50.0,49,29.0,20.0
925,Jharkhand,22,Wheat,Generic,Rabi,130.0,6,70.0,98.0,78,49.0,30.0
926,Jharkhand,22,Wheat,Generic,Rabi,140.0,8,80.0,46.0,46,27.0,20.0
927,Jharkhand,22,Wheat,Generic,Rabi,140.0,8,80.0,95.0,75,48.0,30.0
928,Jharkhand,22,Wheat,Generic,Rabi,150.0,10,90.0,43.0,43,26.0,20.0
929,Jharkhand,22,Wheat,Generic,Rabi,150.0,10,90.0,91.0,72,46.0,30.0
930,Jharkhand,22,Wheat,Generic,Rabi,160.0,12,100.0,39.0,39,24.0,20.0
931,Jharkhand,22,Wheat,Generic,Rabi,160.0,12,100.0,88.0,69,44.0,30.0
932,Jharkhand,22,Wheat,Generic,Rabi,170.0,14,110.0,36.0,36,23.0,20.0
933,Jharkhand,22,Wheat,Generic,Rabi,170.0,14,110.0,84.0,65,43.0,30.0
934,Jharkhand,22,Wheat,Generic,Rabi,180.0,16,120.0,32.0,33,21.0,20.0
935,Jharkhand,22,Wheat,Generic,Rabi,180.0,16,120.0,80.0,62,41.0,30.0
936,Jharkhand,22,Wheat,Generic,Rabi,190.0,18,130.0,30.0,29,19.0,20.0
937,Jharkhand,22,Wheat,Generic,Rabi,190.0,18,130.0,77.0,59,40.0,30.0
938,Jharkhand,22,Wheat,Generic,Rabi,200.0,20,140.0,25.0,26,18.0,20.0
939,Jharkhand,22,Wheat,Generic,Rabi,200.0,20,140.0,73.0,56,38.0,30.0
940,Jharkhand,22,Wheat,Generic,Rabi,210.0,22,150.0,25.0,23,16.0,20.0
941,Jharkhand,22,Wheat,Generic,Rabi,210.0,22,150.0,70.0,52,36.0,30.0
942,Jharkhand,22,Wheat,Generic,Rabi,220.0,24,160.0,25.0,20,15.0,20.0
943,Jharkhand,22,Wheat,Generic,Rabi,220.0,24,160.0,66.0,49,35.0,30.0
944,Jharkhand,22,Wheat,Generic,Rabi,230.0,26,170.0,25.0,16,13.0,20.0
945,Jharkhand,22,Wheat,Generic,Rabi,230.0,26,170.0,62.0,46,33.0,30.0
946,Jharkhand,22,Wheat,Generic,Rabi,240.0,28,180.0,25.0,15,11.0,20.0
947,Jharkhand,22,Wheat,Generic,Rabi,240.0,28,180.0,59.0,43,32.0,30.0
948,Jharkhand,22,Wheat,Generic,Rabi,250.0,30,190.0,25.0,15,10.0,20.0
949,Jharkhand,22,Wheat,Generic,Rabi,250.0,30,190.0,55.0,39,30.0,30.0
950,West Bengal,10,Wheat,UP0262,Rabi,250.0,5,100.0,122.0,53,58.0,25.0
951,West Bengal,10,Wheat,UP0262,Rabi,250.0,5,100.0,126.0,63,82.0,30.0
952,West Bengal,10,Wheat,UP0262,Rabi,275.0,10,150.0,102.0,51,58.0,25.0
953,West Bengal,10,Wheat,UP0262,Rabi,275.0,10,150.0,126.0,62,82.0,30.0
954,West Bengal,10,Wheat,UP0262,Rabi,300.0,15,200.0,82.0,50,58.0,25.0
955,West Bengal,10,Wheat,UP0262,Rabi,300.0,15,200.0,126.0,61,82.0,30.0
956,West Bengal,10,Wheat,UP0262,Rabi,325.0,20,250.0,62.0,49,44.0,25.0
957,West Bengal,10,Wheat,UP0262,Rabi,325.0,20,250.0,126.0,60,67.0,30.0
958,West Bengal,10,Wheat,UP0262,Rabi,350.0,25,300.0,62.0,48,29.0,25.0
959,West Bengal,10,Wheat,UP0262,Rabi,350.0,25,300.0,106.0,59,53.0,30.0
960,West Bengal,10,Wheat,UP0262,Rabi,375.0,30,350.0,42.0,47,15.0,25.0
961,West Bengal,10,Wheat,UP0262,Rabi,375.0,30,350.0,86.0,58,38.0,30.0
962,West Bngal,10,Wheat,PBW0343,Rabi,250.0,5,100.0,122.0,73,89.0,45.0
963,West Bngal,10,Wheat,PBW0343,Rabi,250.0,5,100.0,137.0,80,100.0,50.0
964,West Bngal,10,Wheat,PBW0343,Rabi,275.0,10,150.0,117.0,72,75.0,45.0
965,West Bngal,10,Wheat,PBW0343,Rabi,275.0,10,150.0,132.0,79,86.0,50.0
966,West Bngal,10,Wheat,PBW0343,Rabi,300.0,15,200.0,113.0,71,60.0,45.0
967,West Bngal,10,Wheat,PBW0343,Rabi,300.0,15,200.0,128.0,78,71.0,50.0
968,West Bngal,10,Wheat,PBW0343,Rabi,325.0,20,250.0,108.0,70,46.0,45.0
969,West Bngal,10,Wheat,PBW0343,Rabi,325.0,20,250.0,123.0,76,57.0,50.0
970,West Bngal,10,Wheat,PBW0343,Rabi,350.0,25,300.0,104.0,69,31.0,45.0
971,West Bngal,10,Wheat,PBW0343,Rabi,350.0,25,300.0,119.0,75,42.0,50.0
972,West Bngal,10,Wheat,PBW0343,Rabi,375.0,30,350.0,99.0,67,17.0,45.0
973,West Bngal,10,Wheat,PBW0343,Rabi,375.0,30,350.0,114.0,74,28.0,50.0
974,Rajasthan,2,Wheat,Raj01482,Rabi,110.0,25,210.0,144.0,80,65.0,25.0
975,Rajasthan,2,Wheat,Raj01482,Rabi,110.0,25,210.0,180.0,80,70.0,30.0
976,Rajasthan,2,Wheat,Raj01482,Rabi,120.0,30,230.0,138.0,62,54.0,25.0
977,Rajasthan,2,Wheat,Raj01482,Rabi,120.0,30,230.0,180.0,80,70.0,30.0
978,Rajasthan,2,Wheat,Raj01482,Rabi,130.0,35,250.0,132.0,43,43.0,25.0
979,Rajasthan,2,Wheat,Raj01482,Rabi,130.0,35,250.0,174.0,78,70.0,30.0
980,Rajasthan,2,Wheat,Raj01482,Rabi,140.0,40,270.0,125.0,30,32.0,25.0
981,Rajasthan,2,Wheat,Raj01482,Rabi,140.0,40,270.0,168.0,59,68.0,30.0
982,Rajasthan,2,Wheat,Raj01482,Rabi,150.0,45,290.0,119.0,30,21.0,25.0
983,Rajasthan,2,Wheat,Raj01482,Rabi,150.0,45,290.0,162.0,41,57.0,30.0
984,Rajasthan,2,Wheat,Raj01482,Rabi,160.0,50,310.0,113.0,30,20.0,25.0
985,Rajasthan,2,Wheat,Raj01482,Rabi,160.0,50,310.0,155.0,30,46.0,30.0
986,Rajasthan,2,Wheat,Raj01482,Rabi,170.0,55,330.0,106.0,30,20.0,25.0
987,Rajasthan,2,Wheat,Raj01482,Rabi,170.0,55,330.0,149.0,30,35.0,30.0
988,Rajasthan,2,Wheat,Raj01482,Rabi,180.0,60,350.0,100.0,30,20.0,25.0
989,Rajasthan,2,Wheat,Raj01482,Rabi,180.0,60,350.0,143.0,30,24.0,30.0
990,Rajasthan,2,Wheat,Raj03077,Rabi,90.0,20,210.0,113.0,40,38.0,25.0
991,Rajasthan,2,Wheat,Raj03077,Rabi,90.0,20,210.0,152.0,56,58.0,30.0
992,Rajasthan,2,Wheat,Raj03077,Rabi,100.0,25,230.0,106.0,33,33.0,25.0
993,Rajasthan,2,Wheat,Raj03077,Rabi,100.0,25,230.0,145.0,48,53.0,30.0
994,Rajasthan,2,Wheat,Raj03077,Rabi,110.0,30,250.0,98.0,25,27.0,25.0
995,Rajasthan,2,Wheat,Raj03077,Rabi,110.0,30,250.0,137.0,41,48.0,30.0
996,Rajasthan,2,Wheat,Raj03077,Rabi,120.0,35,270.0,90.0,20,22.0,25.0
997,Rajasthan,2,Wheat,Raj03077,Rabi,120.0,35,270.0,130.0,33,43.0,30.0
998,Rajasthan,2,Wheat,Raj03077,Rabi,130.0,40,290.0,83.0,20,17.0,25.0
999,Rajasthan,2,Wheat,Raj03077,Rabi,130.0,40,290.0,122.0,26,37.0,30.0
1000,Rajasthan,2,Wheat,Raj03077,Rabi,140.0,45,310.0,75.0,20,15.0,25.0
1001,Rajasthan,2,Wheat,Raj03077,Rabi,140.0,45,310.0,114.0,20,32.0,30.0
1002,Rajasthan,2,Wheat,Raj03077,Rabi,150.0,50,330.0,68.0,20,15.0,25.0
1003,Rajasthan,2,Wheat,Raj03077,Rabi,150.0,50,330.0,107.0,20,27.0,30.0
1004,Rajasthan,2,Wheat,Raj03077,Rabi,160.0,55,350.0,60.0,20,15.0,25.0
1005,Rajasthan,2,Wheat,Raj03077,Rabi,160.0,55,350.0,99.0,20,22.0,30.0
1006,Rajasthan,2,Wheat,Raj03077,Rabi,170.0,60,370.0,52.0,20,15.0,25.0
1007,Rajasthan,2,Wheat,Raj03077,Rabi,170.0,60,370.0,92.0,20,17.0,30.0
1008,Madhya Padesh,0,Wheat,Narmada04,Rabi,100.0,5,200.0,114.0,111,57.0,35.0
1009,Madhya Padesh,0,Wheat,Narmada04,Rabi,100.0,5,200.0,136.0,131,69.0,40.0
1010,Madhya Padesh,0,Wheat,Narmada04,Rabi,150.0,10,250.0,94.0,83,49.0,35.0
1011,Madhya Padesh,0,Wheat,Narmada04,Rabi,150.0,10,250.0,116.0,103,61.0,40.0
1012,Madhya Padesh,0,Wheat,Narmada04,Rabi,200.0,15,300.0,74.0,54,41.0,35.0
1013,Madhya Padesh,0,Wheat,Narmada04,Rabi,200.0,15,300.0,96.0,74,53.0,40.0
1014,Madhya Padesh,0,Wheat,Narmada04,Rabi,250.0,20,350.0,54.0,25,33.0,35.0
1015,Madhya Padesh,0,Wheat,Narmada04,Rabi,250.0,20,350.0,76.0,45,45.0,40.0
1016,Madhya Padesh,0,Wheat,Narmada04,Rabi,300.0,25,400.0,34.0,0,25.0,35.0
1017,Madhya Padesh,0,Wheat,Narmada04,Rabi,300.0,25,400.0,56.0,17,37.0,40.0
1018,Andhra Pradesh,6,Maize,DHM0105,Kharif,150.0,10,150.0,108.0,45,36.0,40.0
1019,Andhra Pradesh,6,Maize,DHM0105,Kharif,150.0,10,150.0,150.0,60,51.0,50.0
1020,Andhra Pradesh,6,Maize,DHM0105,Kharif,175.0,15,200.0,98.0,37,28.0,40.0
1021,Andhra Pradesh,6,Maize,DHM0105,Kharif,175.0,15,200.0,140.0,52,43.0,50.0
1022,Andhra Pradesh,6,Maize,DHM0105,Kharif,200.0,20,250.0,88.0,29,20.0,40.0
1023,Andhra Pradesh,6,Maize,DHM0105,Kharif,200.0,20,250.0,130.0,44,35.0,50.0
1024,Andhra Pradesh,6,Maize,DHM0105,Kharif,225.0,25,300.0,78.0,21,12.0,40.0
1025,Andhra Pradesh,6,Maize,DHM0105,Kharif,225.0,25,300.0,120.0,36,27.0,50.0
1026,Andhra Pradesh,6,Maize,DHM0105,Kharif,250.0,30,350.0,68.0,14,4.0,40.0
1027,Andhra Pradesh,6,Maize,DHM0105,Kharif,250.0,30,350.0,110.0,29,19.0,50.0
1028,Andhra Pradesh,6,Maize,DHM0105,Kharif,275.0,35,400.0,58.0,6,0.0,40.0
1029,Andhra Pradesh,6,Maize,DHM0105,Kharif,275.0,35,400.0,0.0,90,21.0,50.0
1030,Andhra Pradesh,6,Maize,DHM0105,Kharif,11.0,300,40.0,450.0,48,0.0,40.0
1031,Andhra Pradesh,6,Maize,DHM0105,Kharif,11.0,300,40.0,0.0,0,80.0,50.0
1032,Andhra Pradesh,6,Maize,DHM0101,Rabi,150.0,10,150.0,127.0,82,99.0,40.0
1033,Andhra Pradesh,6,Maize,DHM0101,Rabi,150.0,10,150.0,167.0,113,110.0,50.0
1034,Andhra Pradesh,6,Maize,DHM0101,Rabi,175.0,15,200.0,114.0,69,84.0,40.0
1035,Andhra Pradesh,6,Maize,DHM0101,Rabi,175.0,15,200.0,154.0,90,95.0,50.0
1036,Andhra Pradesh,6,Maize,DHM0101,Rabi,200.0,20,250.0,102.0,56,69.0,40.0
1037,Andhra Pradesh,6,Maize,DHM0101,Rabi,200.0,20,250.0,142.0,77,80.0,50.0
1038,Andhra Pradesh,6,Maize,DHM0101,Rabi,225.0,25,300.0,90.0,43,54.0,40.0
1039,Andhra Pradesh,6,Maize,DHM0101,Rabi,225.0,25,300.0,130.0,65,65.0,50.0
1040,Andhra Pradesh,6,Maize,DHM0101,Rabi,250.0,30,350.0,78.0,30,39.0,40.0
1041,Andhra Pradesh,6,Maize,DHM0101,Rabi,250.0,30,350.0,118.0,52,50.0,50.0
1042,Andhra Pradesh,6,Maize,DHM0101,Rabi,275.0,35,400.0,65.0,17,24.0,40.0
1043,Andhra Pradesh,6,Maize,DHM0101,Rabi,275.0,35,400.0,105.0,40,35.0,50.0
1044,Andhra Pradesh,6,Maize,DHM0101,Rabi,300.0,40,450.0,53.0,0,9.0,40.0
1045,Andhra Pradesh,6,Maize,DHM0101,Rabi,300.0,40,450.0,93.0,27,20.0,50.0
1046,New Delhi,8,Maize,Generic,Kharif,100.0,10,100.0,95.0,60,40.0,30.0
1047,New Delhi,8,Maize,Generic,Kharif,100.0,10,100.0,150.0,100,65.0,40.0
1048,New Delhi,8,Maize,Generic,Kharif,125.0,13,125.0,90.0,50,35.0,30.0
1049,New Delhi,8,Maize,Generic,Kharif,125.0,13,125.0,140.0,90,60.0,40.0
1050,New Delhi,8,Maize,Generic,Kharif,150.0,15,150.0,80.0,40,30.0,30.0
1051,New Delhi,8,Maize,Generic,Kharif,150.0,15,150.0,130.0,80,55.0,40.0
1052,New Delhi,8,Maize,Generic,Kharif,175.0,18,175.0,7.0,30,30.0,30.0
1053,New Delhi,8,Maize,Generic,Kharif,175.0,18,175.0,120.0,70,50.0,40.0
1054,New Delhi,8,Maize,Generic,Kharif,200.0,20,200.0,60.0,25,25.0,30.0
1055,New Delhi,8,Maize,Generic,Kharif,200.0,20,200.0,115.0,60,45.0,40.0
1056,New Delhi,8,Maize,Generic,Kharif,225.0,23,225.0,55.0,15,20.0,30.0
1057,New Delhi,8,Maize,Generic,Kharif,225.0,23,225.0,105.0,55,40.0,40.0
1058,New Delhi,8,Maize,Generic,Kharif,250.0,25,250.0,45.0,10,15.0,30.0
1059,New Delhi,8,Maize,Generic,Kharif,250.0,25,250.0,95.0,45,35.0,40.0
1060,New Delhi,8,Maize,Generic,Kharif,275.0,28,275.0,35.0,10,10.0,30.0
1061,New Delhi,8,Maize,Generic,Kharif,275.0,28,275.0,85.0,35,35.0,40.0
1062,New Delhi,8,Maize,Generic,Kharif,300.0,30,300.0,25.0,10,10.0,30.0
1063,New Delhi,8,Maize,Generic,Kharif,300.0,30,300.0,80.0,25,30.0,40.0
1064,New Delhi,8,Maize,Generic,Kharif,325.0,33,325.0,20.0,10,10.0,30.0
1065,New Delhi,8,Maize,Generic,Kharif,325.0,33,325.0,70.0,15,25.0,40.0
1066,New Delhi,8,Maize,Generic,Kharif,350.0,36,350.0,15.0,10,10.0,30.0
1067,New Delhi,8,Maize,Generic,Kharif,350.0,36,350.0,60.0,10,20.0,40.0
1068,New Delhi,8,Maize,Generic,Kharif,375.0,38,375.0,10.0,10,10.0,30.0
1069,New Delhi,8,Maize,Generic,Kharif,375.0,38,375.0,50.0,10,15.0,40.0
1070,Bihar,21,Maize,Generic,Kharif,120.0,4,60.0,90.0,69,41.0,30.0
1071,Bihar,21,Maize,Generic,Kharif,120.0,4,60.0,137.0,95,61.0,40.0
1072,Bihar,21,Maize,Generic,Kharif,130.0,6,70.0,85.0,65,39.0,30.0
1073,Bihar,21,Maize,Generic,Kharif,130.0,6,70.0,133.0,91,58.0,40.0
1074,Bihar,21,Maize,Generic,Kharif,140.0,8,80.0,81.0,61,36.0,30.0
1075,Bihar,21,Maize,Generic,Kharif,140.0,8,80.0,128.0,87,55.0,40.0
1076,Bihar,21,Maize,Generic,Kharif,150.0,10,90.0,77.0,56,33.0,30.0
1077,Bihar,21,Maize,Generic,Kharif,150.0,10,90.0,124.0,82,52.0,40.0
1078,Bihar,21,Maize,Generic,Kharif,160.0,12,100.0,73.0,52,30.0,30.0
1079,Bihar,21,Maize,Generic,Kharif,160.0,12,100.0,120.0,78,49.0,40.0
1080,Bihar,21,Maize,Generic,Kharif,170.0,14,110.0,68.0,48,27.0,30.0
1081,Bihar,21,Maize,Generic,Kharif,170.0,14,110.0,115.0,74,47.0,40.0
1082,Bihar,21,Maize,Generic,Kharif,180.0,16,120.0,64.0,44,24.0,30.0
1083,Bihar,21,Maize,Generic,Kharif,180.0,16,120.0,111.0,70,44.0,40.0
1084,Bihar,21,Maize,Generic,Kharif,190.0,18,130.0,60.0,39,21.0,30.0
1085,Bihar,21,Maize,Generic,Kharif,190.0,18,130.0,107.0,65,41.0,40.0
1086,Bihar,21,Maize,Generic,Kharif,200.0,20,140.0,55.0,35,18.0,30.0
1087,Bihar,21,Maize,Generic,Kharif,200.0,20,140.0,102.0,61,38.0,40.0
1088,Bihar,21,Maize,Generic,Kharif,210.0,22,150.0,51.0,31,15.0,30.0
